-6.283185307179586232e-01,1.000000000000000056e-01,2.000000000000000111e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000111e-01,-1.600000000000000089e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.183502193895350496e-01,9.861323654310825970e-02,1.939952415440528710e-01,5.099797615191693778e-02,1.832567728436862886e+00,2.040331753020010908e+00,-5.504088180132732155e+00,-7.622688348304305916e-02,8.897940177070422230e-02,1.120156059273232779e-02,2.505709748840634354e-01,-1.503900125206928118e-01,0.000000000000000000e+00
-6.094128408297690980e-01,9.158276192139643002e-02,1.927772008961337602e-01,9.654135401808339179e-02,-1.710957639384926843e+00,6.129165600500567024e+00,-5.997444369959874955e+00,5.176834768999531711e-02,1.654640291053197099e-02,-1.287953041785886710e-01,3.230175863611311482e-01,-4.352664876292894336e-01,0.000000000000000000e+00
-6.014968763373983451e-01,7.703494887045692074e-02,1.937124486738658891e-01,1.475228894296131688e-01,-1.082987266240902358e-01,6.048507898032965180e+00,-7.489333556089457389e+00,-1.609657712590488454e-02,-1.525293785341710895e-01,-4.857893262193089257e-01,2.822637556348597254e-01,-9.205824603884404933e-01,0.000000000000000000e+00
-5.944720325878217748e-01,6.544530517039306994e-02,1.940154425425725249e-01,1.913975774658904228e-01,-6.580081832466406766e-01,5.827796343864885209e+00,-6.753913256605317272e+00,-8.576490826501526055e-04,-2.826213861773275160e-01,-7.661863664644041894e-01,2.660481624585255833e-01,-1.314855915100353156e+00,0.000000000000000000e+00
-5.882773557265098541e-01,5.452565105883697832e-02,1.933037017257758228e-01,2.340963616321156682e-01,-1.863429707794247436e-01,5.867172809434092251e+00,-7.246928924821251172e+00,4.047796932753088515e-03,-3.747218873744836420e-01,-1.039072853297880350e+00,2.743666335394795985e-01,-1.688161374211938792e+00,0.000000000000000000e+00
-5.828479946554923075e-01,4.432443699804086007e-02,1.926194607239354317e-01,2.727607935204382494e-01,-2.950756391441139437e-01,5.814734014491014236e+00,-7.091507773960827876e+00,-2.783792167138713670e-03,-4.590527607419015999e-01,-1.296786447063685399e+00,2.780485606917124652e-01,-2.033887768497394610e+00,0.000000000000000000e+00
-5.781259144399880645e-01,3.443771037950395936e-02,1.916725202269513872e-01,3.092387070837532836e-01,-2.158081940665086407e-01,5.825797504548877903e+00,-7.181378960367217346e+00,1.230130645808774799e-03,-5.296189071534278536e-01,-1.552448244261164900e+00,2.840298198788880901e-01,-2.366096971293575990e+00,0.000000000000000000e+00
-5.740595460242817749e-01,2.481756988259887706e-02,1.906540062550947379e-01,3.432529976151017514e-01,-2.376009042944462191e-01,5.806874910532174638e+00,-7.140207846718446660e+00,-4.723308629649609642e-04,-5.924280208848957674e-01,-1.805958890959938890e+00,2.871386783599220172e-01,-2.685525590204851376e+00,0.000000000000000000e+00
-5.706012840684495657e-01,1.543683810532538170e-02,1.895176043000000032e-01,3.751636947133745181e-01,-2.201633636030864427e-01,5.801203818218255925e+00,-7.152720937211866747e+00,8.540931603560864786e-05,-6.464480791434323859e-01,-2.058059492887331032e+00,2.891788665432971639e-01,-2.993686438574155062e+00,0.000000000000000000e+00
-5.677065319879754934e-01,6.298717483187608532e-03,1.883017871662014397e-01,4.050116142410758457e-01,-2.170528826730444005e-01,5.790775640017616688e+00,-7.145344350902062658e+00,-5.307190843022765569e-05,-6.929312467303065937e-01,-2.308095779497383315e+00,2.896211537346350395e-01,-3.290648179962419206e+00,0.000000000000000000e+00
